time,X_value,Y_value,Z_value
65.667,-3.32346,-2.78543,-14.89257
65.731,-3.2263,-2.7555,-14.88359
65.848,-3.10043,-2.54648,-14.8685
65.973,-3.0135,-1.71748,-14.84488
66.028,-2.97362,-1.46904,-14.84325
66.147,-2.8541,-1.16539,-14.8866
66.268,-2.7711,-0.80939,-14.97636
66.336,-2.7586,-0.6461,-15.0383
66.449,-2.77619,-0.24562,-15.16209
66.568,-2.84536,0.06669,-15.27425
66.628,-2.8799,0.20301,-15.31848
66.765,-2.95626,0.53236,-15.4221
66.881,-2.97788,0.51225,-15.49964
66.932,-3.09079,0.42293,-15.59226
67.048,-3.14321,0.55329,-15.68538
67.177,-3.1291,0.56855,-15.75859
67.231,-3.09616,0.47115,-15.77845
67.348,-3.17122,0.23651,-15.83076
67.471,-3.1662,0.00221,-15.83743
67.529,-3.19421,-0.09446,-15.83375
67.65,-3.08882,-0.23267,-15.8398
67.77,-2.97902,-0.43578,-15.84002
67.829,-2.88638,-0.36714,-15.84151
67.953,-2.6592,-0.51144,-15.84692
68.071,-2.48471,-0.58564,-15.84482
68.13,-2.3806,-0.6168,-15.84338
68.251,-2.32678,-0.7175,-15.8645
68.368,-2.23996,-0.90375,-15.88964
68.444,-2.27123,-0.92089,-15.88467
68.551,-2.34789,-0.94181,-15.8966
68.681,-2.29918,-1.11052,-15.90856
68.731,-2.26875,-1.2029,-15.91177
68.857,-2.39199,-1.22875,-15.90022
68.982,-2.67576,-1.22736,-15.80584
69.03,-2.75796,-1.16702,-15.7697
69.152,-2.85251,-1.338,-15.69345
69.27,-3.10976,-1.60017,-15.61562
69.331,-3.2525,-1.49452,-15.58187
69.449,-3.84505,-1.34753,-15.48232
69.571,-4.1641,-1.29001,-15.41042
69.633,-4.2642,-1.13323,-15.37833
69.752,-4.47608,-1.07639,-15.34358
69.873,-4.90784,-1.08954,-15.30269
69.933,-4.9804,-1.12261,-15.2841
70.052,-4.83684,-1.23035,-15.236
70.169,-4.91122,-1.15642,-15.23927
70.236,-4.66641,-1.05421,-15.24617
70.354,-4.25012,-1.05803,-15.3404
70.471,-3.88989,-1.23467,-15.39585
70.531,-3.81506,-1.2381,-15.41981
70.662,-3.51626,-1.31858,-15.47192
70.773,-3.26178,-1.27706,-15.49738
70.834,-3.10426,-1.30929,-15.53922
70.961,-2.90558,-1.16608,-15.59001
71.073,-2.84278,-1.18321,-15.63994
71.132,-2.95757,-1.02115,-15.65644
71.25,-2.98752,-0.88682,-15.70431
71.374,-3.10891,-0.6393,-15.75904
71.432,-3.03854,-0.52012,-15.78083
71.557,-3.12594,-0.16837,-15.81845
71.672,-3.24269,0.28977,-15.87211
71.736,-3.29577,0.40573,-15.89147
71.855,-3.39513,0.59471,-15.88651
71.974,-3.39631,0.80472,-15.84469
72.053,-3.39626,0.892,-15.83362
72.155,-3.40615,1.10554,-15.82275
72.276,-3.62005,1.37536,-15.79357
72.339,-3.67154,1.45104,-15.77653
72.467,-3.77596,1.62592,-15.74477
72.588,-3.89322,1.78206,-15.72662
72.636,-3.82184,1.72639,-15.73504
72.757,-3.69577,1.67625,-15.69725
72.882,-3.66533,1.74591,-15.65728
72.935,-3.71073,1.84644,-15.63569
73.057,-3.54544,1.87573,-15.61087
73.199,-3.5391,1.87836,-15.59791
73.234,-3.47639,1.66455,-15.58642
73.355,-3.37298,1.95228,-15.57271
73.475,-3.26626,2.16192,-15.53646
73.536,-3.20779,2.31385,-15.51463
73.654,-3.15215,2.63327,-15.46267
73.774,-2.97326,2.99996,-15.39975
73.834,-2.91844,3.06471,-15.39182
73.957,-2.80856,3.23879,-15.3652
74.076,-2.84215,3.23777,-15.33221
74.136,-2.86544,3.20051,-15.29886
74.268,-2.8779,3.19107,-15.26647
74.375,-2.92241,3.53589,-15.23376
74.437,-2.95489,3.48704,-15.21819
74.586,-3.05632,3.64654,-15.19161
74.685,-2.79509,3.53939,-15.23488
74.734,-2.68039,3.58143,-15.27983
74.86,-2.44784,3.58159,-15.40802
74.996,-2.27647,3.95548,-15.52393
75.038,-2.21764,4.06902,-15.58446
75.16,-2.36457,4.09053,-15.76224
75.28,-2.53176,4.30708,-15.86576
75.336,-2.5312,4.37816,-15.91439
75.454,-2.53707,4.44038,-16.00755
75.575,-2.2883,4.12776,-16.10156
75.638,-2.20548,4.30673,-16.17641
75.756,-2.14235,4.06905,-16.20488
75.877,-2.2503,3.76183,-16.12016
75.946,-2.48611,3.61212,-16.05649
76.057,-2.58891,3.94449,-15.98158
76.181,-2.64484,4.2899,-15.83611
76.239,-2.60883,4.44102,-15.77285
76.379,-2.6421,4.67018,-15.67568
76.487,-2.5,4.85264,-15.61244
76.538,-2.47648,4.66695,-15.58343
76.656,-2.63924,4.36853,-15.46701
76.782,-2.65462,4.34344,-15.36494
76.839,-2.60673,4.39449,-15.30794
76.96,-2.4813,4.66551,-15.23746
77.08,-2.33801,3.9964,-15.17251
77.143,-2.31421,3.8352,-15.15867
77.262,-2.25023,3.95033,-15.17395
77.38,-2.42147,3.9812,-15.19473
77.443,-2.68788,3.85559,-15.20877
77.562,-2.94399,3.85182,-15.19401
77.679,-3.04321,4.67877,-15.17743
77.763,-2.96012,5.13558,-15.19786
77.86,-3.07249,4.4114,-15.24484
77.978,-3.2933,3.99056,-15.27578
78.042,-3.35989,4.10757,-15.28739
78.167,-3.34547,4.57463,-15.29233
78.289,-3.33809,4.70722,-15.29953
78.347,-3.37684,4.77665,-15.30106
78.459,-3.25658,5.02009,-15.31757
78.581,-3.08819,5.21364,-15.33255
78.641,-3.05665,5.29723,-15.33262
78.765,-3.07353,5.36525,-15.3459
78.878,-3.033,5.14611,-15.39796
78.941,-3.11276,4.98352,-15.41097
79.058,-3.2854,4.90465,-15.42154
79.182,-3.48815,4.93094,-15.42727
79.241,-3.5484,4.97838,-15.43855
79.358,-3.68666,5.22371,-15.43935
79.483,-3.64596,5.67614,-15.43615
79.547,-3.58897,5.66391,-15.43868
79.66,-3.43229,5.52761,-15.47827
79.782,-3.28198,5.30213,-15.5313
79.867,-3.27882,5.11016,-15.5545
79.968,-3.32306,5.06302,-15.59514
80.085,-3.38189,5.34742,-15.59032
80.165,-3.39871,5.39624,-15.59507
80.269,-3.53645,5.54853,-15.60839
80.386,-3.48938,5.67188,-15.63373
80.442,-3.40465,5.65291,-15.65516
80.566,-3.36185,5.64546,-15.68091
80.692,-3.29459,5.83476,-15.69025
80.741,-3.23155,5.89713,-15.70372
80.861,-3.21029,5.97756,-15.70306
80.986,-3.05203,5.96846,-15.72272
81.04,-2.93737,5.9078,-15.72744
81.162,-2.79816,5.93341,-15.72964
81.28,-2.64307,5.90163,-15.73408
81.342,-2.51806,5.86756,-15.73914
81.463,-2.28265,6.09981,-15.71293
81.582,-2.12891,6.43273,-15.71762
81.645,-2.05027,6.49576,-15.72839
81.763,-1.9104,6.64544,-15.73179
81.883,-1.82006,6.489,-15.71837
81.946,-1.7969,6.46876,-15.7286
82.065,-1.79428,6.39302,-15.72077
82.183,-1.66018,6.67417,-15.70677
82.241,-1.65554,6.70214,-15.6963
82.391,-1.38539,6.9859,-15.66174
82.487,-1.16585,7.1619,-15.65272
82.543,-1.04119,7.1878,-15.65258
82.662,-0.85751,7.40655,-15.65295
82.812,-0.82053,7.39503,-15.65041
82.848,-0.93926,7.44571,-15.6502
82.964,-0.98953,7.45748,-15.65465
83.087,-1.041,7.74139,-15.63525
83.143,-1.10637,7.94178,-15.6217
83.262,-1.20695,8.12121,-15.61585
83.329,-1.32555,8.37587,-15.63212
83.442,-1.41854,8.77011,-15.63369
83.563,-1.49271,8.96378,-15.65842
83.65,-1.52944,9.07591,-15.67587
83.753,-1.66957,8.97567,-15.69638
83.864,-1.78407,8.95016,-15.74439
83.986,-1.78362,8.88457,-15.79418
84.087,-1.72684,8.85449,-15.84004
84.171,-1.46642,8.9255,-15.96508
84.287,-1.22942,8.61412,-16.25225
84.345,-1.17033,8.61422,-16.35728
84.47,-1.05579,8.65438,-16.57288
84.588,-0.95658,8.84202,-16.78944
84.643,-0.87614,8.99444,-16.90714
84.765,-0.80692,9.22127,-17.1067
84.827,-0.75061,9.4964,-17.29897
84.944,-0.61718,9.78384,-17.50256
85.066,-0.50583,10.01109,-17.7195
85.185,-0.34183,10.29353,-17.9367
85.245,-0.27709,10.37044,-18.0485
85.369,0.13077,10.52472,-18.50365
85.428,0.2916,10.57601,-18.69142
85.548,0.5576,10.71414,-19.11253
85.665,0.75227,10.56819,-19.57562
85.732,0.794,10.41924,-19.81238
85.847,0.83758,10.1027,-20.53432
85.97,0.82892,9.80707,-20.99019
86.033,0.89886,9.63743,-21.23114
86.152,0.98967,9.36408,-21.73653
86.274,1.05923,9.23229,-22.52584
86.325,1.05688,9.15197,-22.79922
86.446,1.09796,9.0533,-23.33662
86.586,1.3761,8.99144,-23.95508
86.625,1.53405,9.02771,-24.30656
86.748,2.10556,9.09751,-25.50838
86.869,2.399,8.93693,-26.35396
86.929,2.55214,8.85093,-26.81736
87.049,3.03742,8.74524,-27.87445
87.167,3.52856,8.53167,-29.06316
87.238,3.94847,8.31552,-30.30589
87.347,4.28095,8.06674,-31.59898
87.474,4.54571,7.73272,-32.99509
87.557,4.63241,7.47853,-33.68198
87.653,4.86695,6.98892,-35.01748
87.767,5.07658,6.59069,-37.14929
87.831,5.17623,6.4539,-37.86831
87.976,5.3929,5.95171,-39.33338
88.073,5.62494,5.38288,-40.87095
88.13,5.68109,5.15873,-41.65089
88.255,5.69567,4.88119,-44.01919
88.395,5.60987,4.78224,-45.58541
88.429,5.71645,4.64558,-46.40712
88.548,5.78204,4.34392,-48.03053
88.673,6.07922,3.80477,-50.38603
88.727,6.15301,3.79513,-51.16607
88.849,6.1639,3.85216,-52.73294
88.975,6.07878,3.5544,-54.27676
89.033,6.13414,3.2543,-55.05424
89.151,6.38092,2.54032,-57.37107
89.27,6.74256,2.20197,-58.97058
89.335,6.89556,2.06888,-59.76358
89.448,6.97275,2.16754,-61.32877
89.572,7.01308,2.12182,-62.92675
89.632,6.81946,1.91125,-64.48644
89.764,6.59567,1.72684,-66.00159
89.879,6.45412,1.34571,-67.52203
89.928,6.49142,1.15132,-68.3032
90.05,6.7309,0.91434,-69.87056
90.206,6.86087,0.52725,-72.18467
90.239,6.74054,0.55166,-72.94466
90.357,6.48349,0.52099,-74.5093
90.476,6.17776,0.34445,-76.11572
90.533,6.11039,0.26761,-76.92969
90.651,6.07875,0.06775,-79.32037
90.772,6.10074,0.06926,-80.9384
90.832,6.07153,0.04568,-81.76675
90.952,6.14861,-0.10998,-83.40168
91.073,5.73702,-0.04508,-85.83347
91.139,5.43577,0.02973,-86.60696
91.251,4.77877,0.05808,-88.0542
91.373,4.43991,0.10884,-89.39929
91.459,4.38076,0.09342,-90.02728
91.579,4.22524,-0.00992,-91.76155
91.676,3.88352,-0.04222,-92.81636
91.731,3.67188,-0.09188,-93.30582
91.859,3.39106,0.14013,-94.25559
91.977,3.29887,0.10721,-95.16092
92.033,2.98394,0.17763,-95.98578
92.15,2.57975,0.433,-96.70168
92.273,2.18318,0.3684,-97.29318
92.333,2.02981,0.16039,-97.5682
92.452,1.999,-0.08662,-98.08525
92.571,1.603,-0.49066,-98.71092
92.632,1.50339,-0.54327,-98.91385
92.752,1.05123,-0.97491,-99.27336
92.871,0.87638,-1.17235,-99.6282
92.938,0.75324,-1.12952,-99.78142
93.052,0.31309,-1.3698,-100.20635
93.171,0.07501,-1.77557,-100.43804
93.251,-0.04021,-2.05953,-100.54759
93.366,-0.28694,-2.1949,-100.76982
93.479,-0.28504,-2.58003,-101.06489
93.533,-0.36433,-2.54968,-101.1833
93.662,-0.42691,-2.38549,-101.37954
93.78,-0.48084,-2.43693,-101.59782
93.839,-0.49751,-2.35988,-101.70952
93.957,-0.9235,-2.16198,-102.03703
94.117,-0.99647,-2.30123,-102.26149
94.134,-1.0759,-2.28796,-102.37809
94.253,-1.19989,-2.34715,-102.58958
94.375,-1.36116,-2.31656,-102.82133
94.439,-1.6326,-2.1858,-103.09222
94.555,-1.75532,-1.98442,-103.31957
94.675,-1.92493,-1.94722,-103.55571
94.737,-1.97755,-1.82963,-103.68428
94.853,-2.0185,-1.69058,-103.93287
94.973,-2.04856,-1.62602,-104.29168
95.039,-2.0919,-1.56008,-104.39442
95.159,-2.13661,-1.33647,-104.56643
95.274,-2.31805,-1.04203,-104.76872
95.334,-2.25121,-0.99537,-104.84269
95.459,-1.98701,-0.67054,-105.06992
95.576,-1.85314,-0.58446,-105.22504
95.637,-1.78718,-0.58981,-105.28726
95.756,-1.85165,-0.39095,-105.36131
95.882,-2.36665,-0.31115,-105.33649
95.934,-2.33372,-0.21385,-105.32852
96.056,-2.40987,-0.14207,-105.31509
96.175,-2.49773,0.03833,-105.31683
96.237,-2.64518,-0.09592,-105.32389
96.359,-2.73766,-0.19588,-105.29498
96.479,-2.60775,-0.36646,-105.28501
96.538,-2.34867,-0.36534,-105.27927
96.656,-2.24201,-0.26744,-105.26726
96.777,-2.5074,-0.25165,-105.29093
96.84,-2.46702,-0.25385,-105.28484
96.957,-2.63072,-0.36125,-105.31776
97.077,-3.09256,-0.21523,-105.32217
97.143,-2.97256,-0.49078,-105.32604
97.256,-3.26391,-0.42472,-105.32525
97.375,-3.20407,0.12142,-105.32718
97.455,-3.33071,0.4272,-105.33576
97.566,-3.17975,1.04842,-105.34083
97.678,-3.13802,1.3633,-105.33976
97.738,-3.12116,1.33522,-105.34139
97.873,-3.26321,1.54539,-105.34412
97.983,-3.10976,2.04332,-105.34657
98.038,-3.12448,2.39316,-105.34768
98.158,-2.96424,2.34837,-105.34312
98.288,-3.07522,2.28183,-105.34603
98.337,-2.94186,2.35217,-105.34452
98.457,-2.98624,2.61713,-105.34934
98.587,-2.93699,2.77768,-105.36364
98.64,-3.00658,2.96551,-105.35743
98.76,-2.95179,3.02599,-105.40181
98.877,-3.02845,2.91938,-105.39268
98.938,-3.01868,2.97201,-105.39964
99.06,-2.94616,2.98649,-105.41203
99.184,-3.02412,3.1262,-105.42032
99.244,-2.9947,2.9725,-105.44054
99.358,-3.17421,3.10471,-105.44279
99.481,-3.17939,3.11694,-105.46568
99.539,-3.23304,3.20857,-105.45631
99.669,-3.24157,3.2089,-105.46075
99.78,-3.26837,3.10328,-105.45982
99.84,-3.24665,3.16355,-105.46669
99.965,-3.32302,2.92044,-105.47816
100.109,-3.39453,2.9553,-105.49194
100.139,-3.41612,2.97962,-105.49953
100.261,-3.34973,3.05841,-105.49191
100.379,-3.55059,3.14293,-105.48237
100.441,-3.64247,3.1769,-105.45612
100.558,-3.67894,3.2286,-105.42616
100.681,-3.81863,3.31279,-105.39314
100.743,-3.8956,3.25677,-105.38122
100.861,-3.72323,3.37601,-105.36012
100.981,-3.74518,3.38849,-105.32222
101.056,-3.71261,3.35134,-105.31759
101.163,-3.61993,3.57799,-105.26788
101.282,-3.42987,3.4969,-105.24981
101.344,-3.40144,3.35644,-105.23271
101.464,-3.3093,3.28327,-105.19569
101.584,-3.02147,3.38203,-105.18579
101.643,-2.80565,3.59033,-105.1519
101.76,-2.6613,3.65308,-105.13172
101.89,-2.59985,3.90162,-105.11292
101.941,-2.44406,4.29271,-105.11916
102.075,-2.33054,4.53332,-105.09809
102.207,-2.60966,4.4149,-105.03226
102.242,-2.44647,4.58124,-105.02996
102.362,-2.39845,4.85655,-105.00903
102.48,-2.42849,4.91489,-105.00418
102.543,-2.40995,5.01811,-105.00342
102.663,-2.35418,5.25534,-105.00619
102.784,-2.3487,5.45056,-104.98984
102.842,-2.38061,5.52673,-104.98726
102.966,-2.42138,5.6906,-105.01268
103.082,-2.37205,5.44017,-105.02687
103.147,-2.43095,5.3965,-105.04392
103.268,-2.36421,5.29499,-105.09271
103.384,-2.60734,4.92029,-105.10225
103.482,-2.62384,5.09443,-105.12292
103.566,-2.68934,4.98833,-105.13802
103.685,-2.89981,5.21359,-105.13826
103.756,-2.98628,5.44518,-105.13317
103.891,-3.26179,5.93184,-105.07008
103.985,-3.35269,6.47942,-105.02044
104.042,-3.38474,6.79817,-104.98409
104.163,-3.34344,7.3217,-104.90935
104.306,-3.419,7.37803,-104.8651
104.345,-3.42793,7.51417,-104.82852
104.466,-3.34684,7.95868,-104.80775
104.585,-3.31725,8.65203,-104.79234
104.645,-3.33629,8.80522,-104.77043
104.766,-3.34155,8.93668,-104.75244
104.883,-3.41976,8.93686,-104.75141
104.945,-3.43232,8.77025,-104.73705
105.068,-3.48465,8.44807,-104.71131
105.184,-3.56467,7.96374,-104.68475
105.251,-3.55908,7.63012,-104.66559
105.366,-3.53228,7.05807,-104.62878
105.483,-3.57436,6.75211,-104.57491
105.549,-3.66631,7.01878,-104.44758
105.671,-3.78087,6.87357,-104.32212
105.788,-3.65502,6.7097,-104.17947
105.845,-3.53277,6.58791,-104.10805
105.976,-3.42053,5.88463,-103.95264
106.03,-3.24552,5.27951,-103.82246
106.146,-3.15487,5.20827,-103.6546
106.267,-3.09205,5.54336,-103.42661
106.384,-3.08775,5.86681,-103.16338
106.445,-3.05804,6.05441,-103.03362
106.565,-3.04509,6.12978,-102.59482
106.688,-3.0319,6.18255,-102.32816
106.748,-3.00528,6.28095,-102.19097
106.866,-3.0515,6.51724,-101.87911
106.935,-3.10264,6.48355,-101.71831
107.046,-3.24711,6.34552,-101.24193
107.167,-3.18111,6.28594,-100.93997
107.253,-3.18281,6.40301,-100.77156
107.355,-3.33851,6.55392,-100.44645
107.467,-3.32393,6.69477,-100.0071
107.525,-3.13556,6.89439,-99.86806
107.654,-3.16019,6.91843,-99.56767
107.776,-3.12158,7.0698,-99.28352
107.834,-3.16908,7.08725,-99.1458
107.952,-3.11035,7.29701,-98.71917
108.089,-3.10151,7.27668,-98.43474
108.127,-3.179,7.34592,-98.29003
108.249,-3.32993,7.35209,-97.96352
108.374,-3.46393,7.3882,-97.62688
108.429,-3.64196,7.30326,-97.28143
108.547,-3.80053,7.31485,-96.93608
108.67,-3.81964,7.33774,-96.62411
108.729,-3.85034,7.36049,-96.4757
108.849,-3.76827,7.47896,-96.16873
108.969,-3.74283,7.56309,-95.6787
109.032,-3.79504,7.61886,-95.52317
109.149,-3.83744,7.68063,-95.2215
109.267,-3.86783,7.90669,-94.93283
109.334,-3.90182,7.9425,-94.76205
109.454,-4.03942,7.9774,-94.18116
109.568,-4.17037,7.92609,-93.75005
109.63,-4.32609,7.83255,-93.50578
109.779,-4.70463,7.50502,-92.97148
109.874,-5.00227,6.68402,-92.04487
109.929,-5.16305,6.49685,-91.67593
110.05,-5.48426,6.34377,-90.85648
110.201,-5.59755,5.90131,-89.95695
110.227,-5.62181,5.68418,-89.48482
110.358,-5.77285,5.36923,-87.98475
110.483,-5.81507,5.13397,-86.90759
110.53,-5.7701,4.90833,-86.37514
110.649,-5.67929,4.71325,-85.32126
110.773,-5.47822,4.64862,-84.26562
110.832,-5.27922,4.44641,-83.19054
110.95,-4.94541,4.25632,-82.11241
111.075,-4.73329,4.1069,-80.97771
111.142,-4.66351,4.09972,-80.40585
111.249,-4.65878,4.00155,-79.21471
111.369,-4.71264,3.85647,-77.27657
111.439,-4.71659,3.932,-76.62614
111.553,-4.96942,3.75968,-75.32066
111.671,-4.97095,3.45961,-73.96227
111.731,-4.91995,3.43309,-73.27409
111.875,-4.94979,2.99242,-71.18751
111.981,-4.80423,2.84107,-69.74897
112.031,-4.78579,2.7741,-69.03825
112.16,-5.06291,2.45283,-67.6065
112.275,-5.63027,1.98736,-65.35213
112.33,-5.81962,1.73466,-64.59256
112.452,-6.14965,1.77156,-63.02262
112.569,-6.66432,1.49496,-61.3269
112.632,-6.91386,1.10547,-60.43946
112.752,-7.22375,0.99312,-57.62384
112.873,-7.46387,0.73005,-55.71508
112.939,-7.56501,0.76286,-54.73506
113.05,-8.09823,0.43852,-52.68713
113.173,-8.4421,0.44858,-50.56519
113.259,-8.96956,0.35927,-48.3392
113.357,-9.79853,0.06364,-46.08046
113.474,-10.16228,-0.1304,-43.66287
113.538,-10.09594,-0.20861,-42.40012
113.676,-9.89805,-0.35312,-39.84869
113.784,-9.87411,-0.51252,-35.92306
113.838,-10.01689,-0.51102,-34.60448
113.966,-10.52609,-0.16561,-31.99203
114.1,-10.82315,-0.0593,-29.33316
114.131,-10.73518,-0.0805,-27.97186
114.252,-11.05088,-0.37079,-24.11573
114.375,-11.2835,-0.86029,-21.66712
114.434,-11.16224,-1.07276,-20.49446
114.553,-10.67999,-1.41683,-18.38831
114.673,-10.00931,-2.30917,-15.80086
114.733,-9.67098,-2.37862,-15.0377
114.853,-9.26408,-2.35972,-13.76488
114.974,-8.8206,-2.05327,-12.71502
115.039,-8.59648,-2.03455,-12.2478
115.158,-8.01152,-2.04718,-11.2015
115.273,-7.35985,-1.96914,-10.81321
115.334,-6.99644,-1.91457,-10.71225
115.459,-6.27667,-1.67045,-10.68557
115.573,-5.80492,-1.47282,-10.78641
115.645,-5.74938,-1.23774,-10.88182
115.761,-5.60276,-1.02327,-10.98306
115.882,-5.41333,-0.88641,-11.09643
115.936,-5.17451,-0.88016,-11.1452
116.057,-4.89099,-0.86198,-11.22733
116.19,-4.57253,-0.73762,-11.38235
116.234,-4.44814,-0.63481,-11.42852
116.355,-4.03815,-0.4003,-11.51524
116.476,-3.74971,-0.05928,-11.5942
116.536,-3.69936,0.04308,-11.64625
116.654,-3.37316,0.36911,-11.80856
116.777,-3.18205,0.51265,-11.91935
116.837,-2.95119,0.659,-11.97702
116.957,-2.74151,0.89335,-12.09096
117.078,-2.34496,1.08922,-12.22681
117.143,-2.22841,1.17143,-12.2808
117.254,-2.06236,1.2821,-12.39662
117.375,-1.90946,1.40345,-12.53062
117.441,-1.87763,1.51932,-12.59033
117.56,-1.79998,2.03542,-12.75423
117.676,-1.67263,2.57613,-12.90118
117.737,-1.50294,2.38641,-12.96882
117.888,-1.12044,2.20491,-13.05829
117.984,-1.10467,2.14808,-13.17599
118.037,-1.15852,1.87397,-13.32206
118.156,-1.28156,1.87852,-13.46903
118.302,-1.28454,2.26007,-13.62239
118.34,-1.21699,2.60902,-13.66446
118.455,-1.17676,3.05645,-13.79634
118.578,-1.0717,3.66658,-14.02119
118.638,-1.08587,3.81538,-14.07274
118.758,-1.1592,4.02962,-14.1752
118.876,-1.36408,4.34515,-14.31065
118.948,-1.43008,4.59522,-14.35398
119.059,-1.41844,5.26821,-14.38733
119.181,-1.32747,5.98905,-14.45205
119.25,-1.28343,6.36441,-14.49326
119.361,-1.23815,7.36995,-14.52656
119.499,-1.26712,8.11395,-14.56091
119.543,-1.28069,8.16023,-14.58096
119.658,-1.34543,8.05578,-14.57046
119.788,-1.28996,7.96183,-14.61295
119.844,-1.28263,7.99531,-14.63736
119.968,-1.25759,8.19093,-14.67137
120.079,-1.45056,7.31955,-14.76145
120.14,-1.54567,6.77956,-14.78559
120.259,-1.52884,6.16293,-14.78031
120.38,-1.38723,5.94658,-14.82818
120.44,-1.34225,5.78404,-14.8602
120.561,-1.38992,5.28477,-14.9155
120.679,-1.41635,5.073,-14.93767
120.742,-1.41376,5.05814,-14.94066
120.859,-1.4958,5.28781,-14.92732
120.981,-1.50962,6.57091,-14.97037
121.043,-1.48245,6.24788,-14.98411
121.171,-1.42282,5.60977,-15.00496
121.28,-1.45441,5.59992,-15.06429
121.34,-1.55143,5.69742,-15.07627
121.462,-1.72502,5.70473,-15.04753
121.583,-1.8023,5.56638,-15.02081
121.639,-1.84197,5.5677,-15.02543
121.762,-2.28822,5.08786,-15.04129
121.886,-2.54065,4.03742,-15.08603
121.944,-2.32446,3.01922,-15.10354
122.058,-2.08523,1.7139,-15.06234
122.184,-2.10858,0.56492,-15.06792
122.245,-2.24278,0.27216,-15.08602
122.359,-2.60601,-0.88489,-15.07406
122.488,-3.08255,-1.13807,-14.99819
122.541,-3.09131,-0.9666,-15.01116
122.664,-2.74038,-0.23783,-15.0136
122.782,-2.31618,-0.52781,-14.96638
122.849,-2.33662,-0.93732,-14.95684
122.962,-2.9917,-1.29388,-15.05756
123.082,-3.15691,-1.72107,-15.05218
123.173,-3.06141,-1.87764,-15.03294
123.264,-3.14904,-2.28948,-15.05347
123.382,-3.44695,-2.60588,-15.09584
123.44,-3.78473,-3.10167,-15.13197
123.586,-3.45506,-3.22422,-15.16688
123.706,-3.37194,-3.73456,-15.15225
123.742,-3.7257,-4.10543,-15.17448
123.862,-3.85412,-3.85006,-15.22068
123.994,-3.84801,-3.61272,-15.27347
124.049,-4.10579,-3.35362,-15.32453
124.161,-3.65185,-3.64747,-15.28723
124.281,-3.47324,-4.28248,-15.3052
124.345,-3.80444,-4.27956,-15.39644
124.463,-3.80571,-4.35846,-15.4589
124.582,-3.60381,-4.23091,-15.48087
124.645,-3.41021,-4.34919,-15.48525
124.765,-3.36131,-4.6722,-15.49325
124.883,-3.59337,-4.95179,-15.63887
124.951,-3.7245,-4.99073,-15.69572
125.067,-3.0692,-4.67425,-15.66599
125.182,-3.05258,-4.42259,-15.70094
125.255,-3.08834,-4.25922,-15.73992
125.369,-2.96614,-4.08439,-15.8306
125.484,-2.77101,-4.07324,-15.88482
125.545,-2.68777,-4.07409,-15.90604
125.706,-2.58683,-3.4559,-15.97588
125.807,-2.6209,-2.71238,-16.18807
125.847,-2.70258,-2.66499,-16.25245
125.963,-2.12177,-2.45626,-16.32728
126.092,-2.22062,-2.19861,-16.41495
126.145,-2.25567,-2.1824,-16.47268
126.264,-1.73594,-1.99312,-16.59431
126.384,-2.15792,-1.36604,-16.64908
126.445,-1.9911,-1.50619,-16.64576
126.563,-2.34333,-1.36421,-16.6175
126.685,-2.22875,-1.60311,-16.59762
126.768,-2.54643,-1.45546,-16.61069
126.866,-2.55408,-1.20071,-16.59046
126.988,-2.56993,-1.4888,-16.55211
127.049,-2.52423,-1.41825,-16.53104
127.17,-2.62483,-0.92399,-16.515
127.227,-2.60942,-0.91387,-16.48099
127.343,-2.46902,-0.60743,-16.47113
127.465,-2.46397,-0.42459,-16.45464
127.591,-2.38313,-0.19202,-16.41593
127.645,-2.53174,-0.08604,-16.39506
127.766,-2.83259,0.22606,-16.25498
127.887,-3.00681,0.27378,-16.11647
127.947,-3.01417,0.4748,-16.04009
128.065,-2.98311,-0.17369,-15.89655
128.139,-2.82103,-0.01986,-15.838
128.244,-2.96571,-0.1442,-15.63914
128.365,-2.91478,-0.21309,-15.51039
128.469,-3.07646,0.05823,-15.4372
128.548,-3.06501,0.26318,-15.35214
128.668,-2.75082,0.20974,-15.21994
128.731,-2.62184,0.51792,-15.17596
128.855,-2.82741,1.1986,-15.08381
128.969,-2.68619,1.41339,-14.99422
129.026,-2.62949,1.62217,-14.94545
129.147,-2.67035,1.55186,-14.77171
129.269,-2.7728,1.94851,-14.68992
129.328,-2.63134,2.25948,-14.65659
129.446,-2.75323,2.84963,-14.56507
129.568,-2.66067,2.90245,-14.49009
129.632,-2.60203,3.02678,-14.41258
129.75,-2.48841,3.47294,-14.34684
129.868,-2.73989,3.42008,-14.30193
129.933,-2.69476,3.21235,-14.29641
130.048,-2.53201,2.73401,-14.29045
130.169,-2.42115,2.5233,-14.33894
130.234,-2.53153,2.31854,-14.34472
130.357,-2.50847,2.07084,-14.37005
130.47,-2.54673,1.5888,-14.38453
130.529,-2.55679,1.53308,-14.4022
130.655,-2.40657,0.80348,-14.44719
130.774,-2.12765,0.88453,-14.47578
130.833,-2.09928,0.91019,-14.48357
130.951,-2.28786,0.73708,-14.51171
131.077,-2.13715,0.96945,-14.56089
131.134,-2.09947,0.96802,-14.57501
131.247,-2.09846,0.80014,-14.58197
131.371,-1.9671,0.86402,-14.62962
131.43,-1.774,1.14245,-14.64597
131.551,-1.90048,0.93397,-14.68528
131.667,-1.8295,1.17232,-14.73777
